Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2
PL-2025-26-14025076,Jornada 22,2026-01-17,Liverpool,1,Burnley,1,1,,,32,11,8,13,1,,,,,,,,,,3.0,9,1.0,15,80,,78,73,87.2,635,728,,,26,,,,9,,,,26.5,9,34,,8,,,7,4,3,,13,1,,0,1.0,,,,,,,1.0,1.0,,8,,,,,7,1,4,2,0,,,,,,,,,,0.0,1,2.0,7,35,,15,27,69.5,191,275,,,12,,,,8,,,,,0,7,,9,,,19,7,12,,41,1,,0,8.0,,,,,,,3.0,2.0,,10,,,7.17,7.13
PL-2025-26-14025085,Jornada 22,2026-01-17,Sunderland,1,Crystal Palace,2,1,,,13,7,5,1,1,,,,,,,,,,3.0,3,0.0,6,62,,18,57,80.0,365,456,,,21,,,,15,,,,38.9,7,18,,11,,,15,11,4,,35,1,,0,1.0,,,,,1.0,,2.0,3.0,,8,,,,,6,2,2,2,0,,,,,,,,,,2.0,4,2.0,3,62,,16,43,75.2,255,339,,,15,,,,8,,,,13.3,2,15,,9,,,12,7,5,,36,2,,0,5.0,,,,,0.0,,0.0,3.0,,15,,,7.0,6.52
PL-2025-26-14025089,Jornada 22,2026-01-17,Tottenham,1,West Ham,1,2,,,21,6,11,4,0,,,,,,,,,,3.0,11,1.0,13,64,,52,62,83.4,401,481,,,21,,,,17,,,,23.3,10,43,,7,,,19,15,4,,15,2,,0,2.0,,,,,1.0,,0.0,5.0,,12,,,,,17,4,7,6,0,,,,,,,,,,4.0,5,1.0,6,37,,28,38,75.2,230,306,,,24,,,,12,,,,30.0,6,20,,19,,,25,12,13,,43,1,,0,5.0,,,,,0.0,,1.0,3.0,,17,,,6.85,7.02
PL-2025-26-14025082,Jornada 22,2026-01-17,Nottm Forest,1,Arsenal,0,0,,,6,0,3,3,0,,,,,,,,,,0.0,4,1.0,4,52,,14,40,80.7,259,321,,,18,,,,14,,,,20.0,5,25,,6,,,12,5,7,,33,0,,1,3.0,,,,,0.0,,1.0,1.0,,8,,,,,15,3,4,8,0,,,,,,,,,,4.0,9,0.0,6,50,,36,60,84.2,416,494,,,15,,,,8,,,,42.3,11,26,,4,,,16,7,9,,27,0,,1,0.0,,,,,2.0,,1.0,1.0,,14,,,7.13,6.84
PL-2025-26-14025092,Jornada 22,2026-01-18,Wolves,1,Newcastle,0,0,,,6,2,2,2,0,,,,,,,,,,,4,1.0,7,37,,14,33,77.6,235,303,,,18,,,,8,,,,17.6,3,17,,8,,,11,9,2,,28,0,,1,2.0,,,,,1.0,,2.0,2.0,,14,,,,,12,2,6,4,0,,,,,,,,,,,7,3.0,6,60,,24,67,91.7,563,614,,,22,,,,14,,,,29.4,10,34,,8,,,10,7,3,,20,0,,1,2.0,,,,,0.0,,0.0,2.0,,8,,,6.86,7.05
PL-2025-26-14025064,Jornada 22,2026-01-18,Aston Villa,1,Everton,0,1,,,18,5,7,6,1,,,,,,,,,,0.0,6,1.0,5,50,,31,63,87.7,434,495,,,22,,,,13,,,,21.1,4,19,,4,,,14,7,7,,16,1,,0,2.0,,,,,2.0,,0.0,1.0,,15,,,,,9,3,2,4,1,,,,,,,,,,1.0,4,4.0,2,43,,16,37,77.7,227,292,,,26,,,,15,,,,28.6,2,7,,13,,,17,10,7,,28,0,,1,5.0,,,,,1.0,,2.0,2.0,,13,,,6.72,7.21
PL-2025-26-15129445,Jornada 22,2026-01-19,Brighton,1,Bournemouth,1,1,,,17,5,5,7,1,,,,,,,,,,1.0,11,1.0,12,74,,45,67,84.5,490,580,,,24,,,,6,,,,21.7,5,23,,2,,,21,10,11,,24,1,,0,1.0,,,,,1.0,,1.0,2.0,,7,,,,,11,2,4,5,1,,,,,,,,,,1.0,6,3.0,6,49,,18,33,68.8,194,282,,,27,,,,6,,,,13.3,2,15,,17,,,18,6,12,,31,1,,0,4.0,,,,,0.0,,2.0,3.0,,6,,,6.84,6.87
PL-2025-26-14025122,Jornada 23,2026-01-24,West Ham,1,Sunderland,3,1,,,13,5,5,3,1,,,,,,,,,,4.0,3,0.0,4,56,,25,47,76.2,279,366,,,26,,,,15,,,,15.4,2,13,,5,,,25,16,9,,24,1,,0,1.0,,,,,1.0,,0.0,2.0,,9,,,,,7,2,4,1,1,,,,,,,,,,3.0,3,1.0,2,55,,13,53,82.5,335,406,,,22,,,,9,,,,23.5,4,17,,3,,,13,6,7,,30,3,,0,2.0,,,,,1.0,,1.0,4.0,,16,,,7.05,6.26
PL-2025-26-14025104,Jornada 23,2026-01-24,Burnley,1,Tottenham,2,2,,,9,4,2,3,0,,,,,,,,,,3.0,1,3.0,9,44,,15,38,77.0,292,379,,,13,,,,9,,,,33.3,2,6,,16,,,19,13,6,,20,2,,0,9.0,,,,,,,2.0,1.0,,8,,,,,18,11,7,0,1,,,,,,,,,,4.0,3,1.0,17,50,,28,62,84.8,526,620,,,23,,,,8,,,,36.8,7,19,,10,,,26,16,10,,14,2,,0,2.0,,,,,,,0.0,0.0,,9,,,6.74,6.93
PL-2025-26-14025113,Jornada 23,2026-01-24,Fulham,1,Brighton,2,1,,,12,4,5,3,0,,,,,,,,,,2.0,6,1.0,4,46,,19,49,83.1,417,502,,,26,,,,6,,,,11.1,2,18,,7,,,11,8,3,,41,1,,0,3.0,,,,,1.0,,0.0,1.0,,10,,,,,13,5,4,4,0,,,,,,,,,,4.0,6,3.0,7,47,,28,51,83.6,432,517,,,15,,,,10,,,,30.8,8,26,,12,,,16,9,7,,23,2,,0,2.0,,,,,1.0,,1.0,1.0,,6,,,6.83,6.75
PL-2025-26-14025116,Jornada 23,2026-01-24,Man City,1,Wolves,2,0,,,11,4,7,0,2,,,,,,,,,,1.0,4,0.0,2,70,,24,64,90.2,581,644,,,27,,,,14,,,,33.3,3,9,,17,,,16,6,10,,11,0,,1,1.0,,,,,,,0.0,1.0,,16,,,,,11,1,5,5,1,,,,,,,,,,1.0,6,6.0,9,29,,17,36,79.7,278,349,,,12,,,,16,,,,33.3,4,12,,10,,,19,13,6,,21,2,,0,2.0,,,,,,,1.0,3.0,,14,,,7.22,6.51
PL-2025-26-14025095,Jornada 23,2026-01-24,Bournemouth,1,Liverpool,3,2,,,12,5,4,3,1,,,,,,,,,,6.0,3,,4,37,,26,33,77.2,230,298,,,22,,,,7,,,,23.1,3,13,,14,,,20,10,10,,38,2,,0,2.0,,,,,3.0,,1.0,1.0,,7,,,,,14,4,4,6,0,,,,,,,,,,1.0,11,,7,81,,40,67,87.2,537,616,,,20,,,,7,,,,20.0,4,20,,4,,,12,8,4,,27,3,,0,2.0,,,,,0.0,,0.0,1.0,,7,,,7.07,6.63
PL-2025-26-14025101,Jornada 23,2026-01-25,Brentford,1,Nottm Forest,0,2,,,10,1,6,3,1,,,,,,,,,,3.0,6,1.0,10,74,,42,66,86.4,490,567,,,32,,,,10,,,,19.4,7,36,,15,,,14,6,8,,22,2,,0,0.0,,,,,1.0,,0.0,1.0,,11,,,,,7,2,2,3,0,,,,,,,,,,1.0,5,0.0,9,43,,16,34,74.2,219,295,,,19,,,,11,,,,18.8,3,16,,8,,,18,11,7,,54,0,,1,1.0,,,,,0.0,,2.0,0.0,,10,,,6.72,7.08
PL-2025-26-14025107,Jornada 23,2026-01-25,Crystal Palace,1,Chelsea,1,3,,,13,7,3,3,0,,,,,,,,,,6.0,4,2.0,8,52,,27,43,77.7,342,440,,,19,,,,10,,,,15.0,3,20,,10,,,17,9,8,,23,3,,0,2.0,,,,,0.0,,1.0,4.0,1.0,11,,,,,10,6,3,1,0,,,,,,,,,,5.0,5,1.0,6,35,,21,57,85.4,504,590,,,31,,,,10,,,,33.3,5,15,,14,,,15,10,5,,45,1,,0,5.0,,,,,1.0,,0.0,2.0,0.0,10,,,6.42,7.11
PL-2025-26-14025119,Jornada 23,2026-01-25,Newcastle,1,Aston Villa,0,2,,,15,4,4,7,0,,,,,,,,,,3.0,6,2.0,13,79,,24,61,86.1,447,519,,,18,,,,12,,,,17.6,6,34,,3,,,24,15,9,,22,2,,0,6.0,,,,,0.0,,0.0,1.0,,7,,,,,14,8,4,2,0,,,,,,,,,,2.0,5,0.0,6,58,,26,39,77.1,272,353,,,16,,,,7,,,,50.0,5,10,,7,,,21,13,8,,29,0,,1,4.0,,,,,6.0,,1.0,2.0,,12,,,6.94,7.18
PL-2025-26-14025098,Jornada 23,2026-01-25,Arsenal,1,Man United,2,3,,,15,4,5,6,0,,,,,,,,,,1.0,9,3.0,7,47,,28,56,83.7,371,443,,,14,,,,9,,,,16.0,4,25,,11,,,11,7,4,,20,3,,0,0.0,,,,,1.0,,0.0,2.0,,11,,,,,10,3,5,2,0,,,,,,,,,,2.0,2,0.0,4,56,,9,44,79.4,289,364,,,15,,,,11,,,,20.0,1,5,,6,,,14,9,5,,25,2,,0,3.0,,,,,3.0,,3.0,0.0,,9,,,6.31,6.68
PL-2025-26-15129439,Jornada 23,2026-01-26,Everton,1,Leeds,1,1,,,10,3,3,4,1,,,,,,,,,,1.0,4,1.0,10,79,,25,58,83.0,450,542,,,16,,,,13,,,,15.0,3,20,,6,,,20,15,5,,32,1,,0,3.0,,,,,0.0,,,0.0,,9,,,,,14,4,7,3,1,,,,,,,,,,3.0,4,0.0,1,57,,23,42,77.2,304,394,,,27,,,,9,,,,16.7,2,12,,10,,,31,20,11,,44,1,,0,2.0,,,,,1.0,,,3.0,,13,,,6.95,6.91
PL-2025-26-14025128,Jornada 24,2026-01-31,Brighton,1,Everton,1,1,,,11,2,5,4,0,,,,,,,,,,2.0,5,3.0,4,50,,23,54,82.9,408,492,,,13,,,,14,,,,30.8,4,13,,9,,,20,9,11,,30,1,,0,3.0,,,,,,,,1.0,,13,,,,,7,4,2,1,0,,,,,,,,,,2.0,2,0.0,4,57,,26,46,78.7,333,423,,,35,,,,13,,,,20.0,3,15,,7,,,23,14,9,,20,1,,0,1.0,,,,,,,,2.0,,14,,,6.88,6.86
PL-2025-26-14025134,Jornada 24,2026-01-31,Leeds,1,Arsenal,0,4,,,3,1,1,1,0,,,,,,,,,,0.0,4,0.0,6,53,,21,50,80.0,316,395,,,17,,,,7,,,,5.3,1,19,,10,,,16,6,10,,36,4,,0,4.0,,,,,0.0,,1.0,1.0,,10,,,,,15,9,4,2,0,,,,,,,,,,6.0,12,1.0,10,57,,28,50,79.2,313,395,,,23,,,,10,,,,30.8,8,26,,6,,,14,7,7,,31,0,,1,1.0,,,,,1.0,,0.0,1.0,,7,,,6.42,7.28
PL-2025-26-14025152,Jornada 24,2026-01-31,Wolves,1,Bournemouth,0,2,,,17,7,7,3,1,,,,,,,,,,4.0,5,2.0,6,41,,26,51,81.7,389,476,,,19,,,,15,,,,31.8,7,22,,3,,,23,17,6,,19,2,,0,2.0,,,,,2.0,,1.0,2.0,,11,,,,,9,4,4,1,0,,,,,,,,,,2.0,6,2.0,9,49,,15,49,84.6,397,469,,,24,,,,11,,,,27.3,3,11,,13,,,20,11,9,,32,0,,1,7.0,,,,,1.0,,1.0,3.0,,15,,,6.7,7.24
PL-2025-26-14025131,Jornada 24,2026-01-31,Chelsea,1,West Ham,3,2,,,14,6,4,4,1,,,,,,,,,,4.0,9,0.0,3,78,,35,71,89.3,644,721,,,30,,,,13,,,,16.7,6,36,,8,,,14,8,6,,23,2,,0,4.0,,,,,,,0.0,3.0,0.0,11,,,,,11,6,2,3,1,,,,,,,,,,2.0,3,2.0,11,60,,24,29,68.3,205,300,,,24,,,,11,,,,18.2,2,11,,7,,,15,9,6,,47,3,,0,3.0,,,,,,,4.0,2.0,1.0,13,,,6.71,6.72
PL-2025-26-14025137,Jornada 24,2026-01-31,Liverpool,1,Newcastle,4,1,,,17,7,7,3,0,,,,,,,,,,7.0,7,1.0,7,63,,41,54,83.9,345,411,,,21,,,,7,,,,25.0,4,16,,6,,,18,11,7,,38,1,,0,1.0,,,,,1.0,,2.0,1.0,,11,,,,,8,2,3,3,1,,,,,,,,,,0.0,11,3.0,3,54,,21,46,80.1,266,332,,,14,,,,11,,,,24.0,6,25,,8,,,13,7,6,,23,4,,0,3.0,,,,,1.0,,0.0,3.0,,7,,,7.44,6.25
PL-2025-26-14025125,Jornada 24,2026-02-01,Aston Villa,1,Brentford,0,1,,,27,5,11,11,0,,,,,,,,,,3.0,12,1.0,8,42,,77,72,87.7,558,636,,,15,,,,8,,,,26.9,7,26,,3,,,19,10,9,,19,1,,0,0.0,,,,,1.0,,1.0,1.0,0.0,8,,,,,6,2,3,1,0,,,,,,,,,,2.0,1,6.0,2,53,,13,28,71.9,184,256,,,26,,,,8,,,,14.3,1,7,,13,,,7,4,3,,34,0,,1,5.0,,,,,0.0,,2.0,3.0,1.0,8,,,6.93,6.95
PL-2025-26-14025140,Jornada 24,2026-02-01,Man United,1,Fulham,3,2,,,13,6,4,3,1,,,,,,,,,,3.0,3,1.0,5,68,,27,42,86.9,372,428,,,27,,,,9,,,,50.0,6,12,,10,,,22,10,12,,30,2,,0,4.0,,,,,,,2.0,2.0,,6,,,,,14,6,3,5,0,,,,,,,,,,2.0,7,2.0,6,53,,26,58,89.8,517,576,,,11,,,,5,,,,28.6,8,28,,13,,,17,12,5,,10,3,,0,3.0,,,,,,,0.0,1.0,,9,,,7.33,6.57
PL-2025-26-14025143,Jornada 24,2026-02-01,Nottm Forest,1,Crystal Palace,1,1,,,9,1,5,3,0,,,,,,,,,,2.0,5,2.0,15,47,,19,33,73.0,206,282,,,31,,,,12,,,,15.4,2,13,,10,,,16,11,5,,25,1,,0,1.0,,,,,1.0,,1.0,1.0,1.0,4,,,,,14,3,8,3,0,,,,,,,,,,1.0,7,0.0,0,73,,28,67,85.0,489,575,,,27,,,,3,,,,25.0,6,24,,6,,,14,10,4,,24,1,,0,0.0,,,,,2.0,,2.0,3.0,0.0,12,,,6.87,6.61
PL-2025-26-14025149,Jornada 24,2026-02-01,Tottenham,1,Man City,2,2,,,12,6,1,5,0,,,,,,,,,,2.0,3,1.0,10,45,,28,40,80.8,311,385,,,23,,,,12,,,,38.5,5,13,,6,,,24,10,14,,19,2,,0,1.0,,,,,0.0,,,3.0,,15,,,,,15,3,8,4,0,,,,,,,,,,2.0,4,2.0,7,56,,30,60,90.3,522,578,,,25,,,,15,,,,41.2,7,17,,4,,,23,12,11,,25,2,,0,4.0,,,,,1.0,,,3.0,,12,,,6.81,7.08
PL-2025-26-15129444,Jornada 24,2026-02-02,Sunderland,1,Burnley,3,0,,,14,5,7,2,0,,,,,,,,,,3.0,1,0.0,9,70,,25,44,83.3,355,426,,,27,,,,10,,,,10.0,1,10,,9,,,9,7,2,,25,0,,1,0.0,,,,,1.0,,,1.0,,12,,,,,5,0,3,2,0,,,,,,,,,,0.0,2,2.0,1,57,,8,56,87.0,460,529,,,22,,,,12,,,,9.1,2,22,,5,,,14,11,3,,27,3,,0,3.0,,,,,0.0,,,4.0,,10,,,7.14,6.43
PL-2025-26-14025170,Jornada 25,2026-02-06,Leeds,1,Nottm Forest,3,1,,,14,5,3,6,1,,,,,,,,,,7.0,5,1.0,11,48,,30,56,83.4,398,477,,,17,,,,12,,,,41.2,7,17,,5,,,22,16,6,,36,1,,0,5.0,,,,,,,,1.0,,9,,,,,16,6,6,4,0,,,,,,,,,,2.0,10,4.0,10,53,,24,44,78.3,274,350,,,24,,,,9,,,,29.4,10,34,,8,,,14,10,4,,18,3,,0,2.0,,,,,,,,1.0,,12,,,7.41,6.45
PL-2025-26-14025176,Jornada 25,2026-02-07,Man United,1,Tottenham,2,0,,,23,10,7,6,0,,,,,,,,,,3.0,7,3.0,9,78,,37,65,89.7,582,649,,,12,,,,11,,,,25.0,5,20,,5,,,18,11,7,,11,0,,1,1.0,,,,,1.0,,,1.0,0.0,12,,,,,7,1,1,5,0,,,,,,,,,,1.0,0,1.0,6,38,,17,35,82.7,283,342,,,17,,,,12,,,,40.0,4,10,,9,,,16,6,10,,30,2,,0,8.0,,,,,3.0,,,2.0,1.0,11,,,7.37,6.52
PL-2025-26-14025158,Jornada 25,2026-02-07,Arsenal,1,Sunderland,3,0,,,16,5,6,5,0,,,,,,,,,,1.0,5,3.0,6,44,,34,49,83.5,325,389,,,22,,,,8,,,,10.5,2,19,,12,,,15,8,7,,22,0,,1,2.0,,,,,1.0,,,1.0,,11,,,,,5,3,1,1,0,,,,,,,,,,1.0,2,1.0,5,58,,13,51,80.1,327,408,,,19,,,,11,,,,16.7,2,12,,6,,,13,7,6,,30,3,,0,2.0,,,,,0.0,,,2.0,,8,,,7.15,6.28
PL-2025-26-14025155,Jornada 25,2026-02-07,Bournemouth,1,Aston Villa,1,1,,,20,9,7,4,1,,,,,,,,,,3.0,11,3.0,3,64,,26,53,83.1,343,413,,,25,,,,11,,,,11.1,3,27,,11,,,10,6,4,,25,1,,0,3.0,,,,,0.0,,0.0,1.0,,4,,,,,7,4,0,3,0,,,,,,,,,,1.0,4,3.0,5,51,,20,47,81.2,310,382,,,21,,,,4,,,,36.4,4,11,,7,,,18,12,6,,40,1,,0,7.0,,,,,3.0,,1.0,1.0,,11,,,6.97,6.99
PL-2025-26-14025164,Jornada 25,2026-02-07,Burnley,1,West Ham,0,2,,,18,5,5,8,0,,,,,,,,,,2.0,5,0.0,7,57,,24,54,85.1,400,470,,,15,,,,10,,,,20.0,7,35,,2,,,16,9,7,,23,2,,0,2.0,,,,,0.0,,1.0,3.0,,11,,,,,6,4,2,0,0,,,,,,,,,,2.0,2,1.0,11,53,,16,46,81.4,345,424,,,18,,,,11,,,,25.0,2,8,,17,,,14,10,4,,34,0,,1,5.0,,,,,2.0,,1.0,1.0,,10,,,6.59,7.3
PL-2025-26-14025167,Jornada 25,2026-02-07,Fulham,1,Everton,1,2,,,13,3,8,2,2,,,,,,,,,,4.0,6,2.0,3,44,,26,55,86.7,419,483,,,16,,,,12,,,,52.6,10,19,,9,,,20,12,8,,22,2,,0,2.0,,,,,3.0,,1.0,1.0,,11,,,,,16,3,10,3,1,,,,,,,,,,3.0,6,2.0,4,49,,28,45,85.2,334,392,,,24,,,,11,,,,28.6,6,21,,8,,,15,10,5,,29,1,,0,3.0,,,,,0.0,,1.0,5.0,,12,,,6.79,6.91
PL-2025-26-14025182,Jornada 25,2026-02-07,Wolves,1,Chelsea,1,3,,,11,3,4,4,1,,,,,,,,,,1.0,3,2.0,13,38,,24,34,84.1,307,365,,,15,,,,10,,,,30.0,6,20,,8,,,12,8,4,,21,3,,0,3.0,,,,,0.0,,,1.0,,9,,,,,15,6,3,6,0,,,,,,,,,,6.0,4,1.0,8,51,,28,66,92.9,694,747,,,16,,,,7,,,,15.4,2,13,,10,,,21,10,11,,28,1,,0,2.0,,,,,1.0,,,1.0,,10,,,6.58,7.15
PL-2025-26-14025179,Jornada 25,2026-02-07,Newcastle,1,Brentford,2,3,,,16,4,8,4,0,,,,,,,,,,4.0,9,1.0,10,65,,24,54,82.0,351,428,,,28,,,,17,,,,19.0,4,21,,4,,,9,6,3,,31,3,,0,3.0,,,,,,,0.0,2.0,,14,,,,,11,5,2,4,0,,,,,,,,,,4.0,3,2.0,6,64,,21,46,75.5,286,379,,,20,,,,13,,,,15.4,2,13,,3,,,15,10,5,,22,2,,0,1.0,,,,,,,2.0,2.0,,18,,,6.7,6.74
PL-2025-26-14025161,Jornada 25,2026-02-08,Brighton,1,Crystal Palace,0,1,,,7,2,2,3,0,,,,,,,,,,1.0,3,3.0,5,61,,13,64,85.5,476,557,,,32,,,,9,,,,13.3,2,15,,3,,,17,7,10,,34,1,,0,3.0,,,,,,,1.0,1.0,,12,,,,,7,4,3,0,0,,,,,,,,,,1.0,4,3.0,7,58,,25,36,69.8,217,311,,,22,,,,12,,,,25.0,3,12,,10,,,21,11,10,,33,0,,1,2.0,,,,,,,0.0,3.0,,9,,,6.69,7.03
PL-2025-26-14025173,Jornada 25,2026-02-08,Liverpool,1,Man City,1,2,,,15,4,8,3,0,,,,,,,,,,1.0,5,6.0,8,55,,32,47,78.5,306,390,,,30,,,,16,,,,28.6,6,21,,7,,,17,9,8,,20,2,,0,5.0,,,,,0.0,,0.0,2.0,1.0,13,,,,,17,7,6,4,0,,,,,,,,,,3.0,4,2.0,3,50,,25,53,84.5,393,465,,,20,,,,12,,,,27.3,3,11,,10,,,15,8,7,,31,1,,0,3.0,,,,,1.0,,4.0,4.0,0.0,16,,,6.67,6.91
PL-2025-26-14025188,Jornada 26,2026-02-10,Chelsea,1,Leeds,2,2,,,19,4,8,7,0,,,,,,,,,,5.0,4,4.0,5,54,,34,66,92.1,593,644,,,18,,,,12,,,,31.6,6,19,,7,,,14,6,8,,22,2,,0,0.0,,,,,1.0,,0.0,4.0,,9,,,,,4,2,0,2,0,,,,,,,,,,2.0,1,1.0,2,40,,17,34,81.5,274,336,,,21,,,,8,,,,25.0,1,4,,9,,,11,6,5,,33,2,,0,2.0,,,,,0.0,,1.0,4.0,,13,,,6.91,6.62
PL-2025-26-14025191,Jornada 26,2026-02-10,Everton,1,Bournemouth,1,2,,,16,6,5,5,1,,,,,,,,,,3.0,7,1.0,5,67,,37,53,80.6,357,443,,,22,,,,14,,,,45.8,11,24,,8,,,11,6,5,,20,2,,0,2.0,,,,,1.0,,0.0,1.0,1.0,14,,,,,11,4,2,5,0,,,,,,,,,,2.0,2,0.0,3,48,,14,47,76.9,310,403,,,16,,,,14,,,,16.7,2,12,,8,,,21,9,12,,35,1,,0,5.0,,,,,0.0,,1.0,3.0,0.0,15,,,6.65,7.04
PL-2025-26-14025200,Jornada 26,2026-02-10,Tottenham,1,Newcastle,1,2,,,16,2,6,8,0,,,,,,,,,,2.0,2,0.0,9,56,,29,53,83.8,341,407,,,23,,,,11,,,,53.8,7,13,,7,,,16,11,5,,42,2,,0,3.0,,,,,1.0,,1.0,3.0,,15,,,,,21,5,7,9,0,,,,,,,,,,3.0,12,2.0,3,53,,53,47,81.7,277,339,,,24,,,,15,,,,23.5,8,34,,3,,,23,15,8,,26,1,,0,1.0,,,,,2.0,,1.0,2.0,,11,,,7.02,7.01
PL-2025-26-14025203,Jornada 26,2026-02-10,West Ham,1,Man United,1,1,,,7,3,1,3,0,,,,,,,,,,2.0,5,1.0,4,47,,9,35,79.3,261,329,,,21,,,,4,,,,21.4,3,14,,16,,,15,10,5,,24,1,,0,2.0,,,,,1.0,,1.0,1.0,,10,,,,,9,3,4,2,0,,,,,,,,,,1.0,3,3.0,10,73,,22,65,87.6,551,629,,,21,,,,10,,,,30.0,6,20,,8,,,19,12,7,,12,1,,0,2.0,,,,,0.0,,1.0,1.0,,4,,,6.75,6.86
PL-2025-26-14025206,Jornada 26,2026-02-11,Aston Villa,1,Brighton,1,0,,,15,1,10,4,0,,,,,,,,,,,7,0.0,2,50,,31,50,81.8,342,418,,,25,,,,15,,,,35.7,5,14,,7,,,11,5,6,,22,0,,1,3.0,,,,,3.0,,1.0,2.0,,9,,,,,9,3,5,1,1,,,,,,,,,,,5,3.0,5,57,,24,50,83.3,348,418,,,24,,,,9,,,,18.5,5,27,,13,,,16,10,6,,13,1,,0,2.0,,,,,0.0,,0.0,3.0,,15,,,6.94,6.66
PL-2025-26-14025209,Jornada 26,2026-02-11,Crystal Palace,1,Burnley,2,3,,,21,3,7,11,0,,,,,,,,,,3.0,8,1.0,2,67,,39,65,80.8,462,572,,,21,,,,8,,,,44.0,11,25,,8,,,14,8,6,,25,3,,0,1.0,,,,,2.0,,,2.0,,11,,,,,8,3,4,1,0,,,,,,,,,,1.0,2,1.0,5,54,,19,35,67.1,212,316,,,16,,,,11,,,,23.1,3,13,,7,,,16,8,8,,37,2,,0,1.0,,,,,0.0,,,1.0,,8,,,6.71,6.8
PL-2025-26-14025212,Jornada 26,2026-02-11,Man City,1,Fulham,3,0,,,13,5,3,5,0,,,,,,,,,,2.0,4,3.0,5,59,,18,56,91.0,577,634,,,27,,,,10,,,,11.1,1,9,,7,,,22,11,11,,16,0,,1,3.0,,,,,,,1.0,3.0,,8,,,,,14,3,8,3,0,,,,,,,,,,1.0,4,1.0,3,33,,21,44,85.0,418,492,,,22,,,,8,,,,28.6,4,14,,8,,,23,14,9,,11,3,,0,2.0,,,,,,,0.0,1.0,,10,,,7.36,6.27
